id,keywords,title,generos_concatenados,concat_kw_genres
10013,time travel high school reunion,Peggy Sue Got Married,Comedy Drama Fantasy Romance,time travel high school reunion Comedy Drama Fantasy Romance
9671,new york prostitute hotel journalist culture clash subway crocodile wilderness knife tourist limousine poacher city australian outback kangaroo,Crocodile Dundee,Adventure Comedy,new york prostitute hotel journalist culture clash subway crocodile wilderness knife tourist limousine poacher city australian outback kangaroo Adventure Comedy
9396,new york crocodile australia large knife aftercreditsstinger,Crocodile Dundee II,Adventure Comedy,new york crocodile australia large knife aftercreditsstinger Adventure Comedy
11038,prison train robbery,Tough Guys,Comedy Crime,prison train robbery Comedy Crime
12278,soul secret identity harvard university college scholarship los angeles,Soul Man,Comedy,soul secret identity harvard university college scholarship los angeles Comedy
11873,bar billard talent hustler sport,The Color of Money,Drama,bar billard talent hustler sport Drama
18588,female nudity infidelity blackmail porn actor murder suspense los angeles elmore leonard strippers,52 Pick-Up,Crime Drama Thriller,female nudity infidelity blackmail porn actor murder suspense los angeles elmore leonard strippers Crime Drama Thriller
10015,recruit officer battle assignment marine platoon combat,Heartbreak Ridge,Action Comedy Drama War,recruit officer battle assignment marine platoon combat Action Comedy Drama War
12715,secret passage martial arts gold treasure temple voodoo wretch treasure hunt jungle human sacrifice soldier drinking central america disguise catfight pretty woman aztec indian wisecrack humor buddy comedy bar fight woman in peril stranded in the desert,Firewalker,Action Adventure Comedy,secret passage martial arts gold treasure temple voodoo wretch treasure hunt jungle human sacrifice soldier drinking central america disguise catfight pretty woman aztec indian wisecrack humor buddy comedy bar fight woman in peril stranded in the desert Action Adventure Comedy
8388,mexico hero village united states–mexico barrier confusion spoof western hero western band actor,¡Three Amigos!,Comedy Western,mexico hero village united states–mexico barrier confusion spoof western hero western band actor Comedy Western
45712,on the run streetwise cigarette smoke moll,Gloria,Drama Action Thriller Crime,on the run streetwise cigarette smoke moll Drama Action Thriller Crime
6187,france province ladykiller seduction bisexuality menage a trois young man seduces old man woman director,Dry Cleaning,Drama,france province ladykiller seduction bisexuality menage a trois young man seduces old man woman director Drama
8129,glasgow funeral american football coach professional soccer player debt soccer,My Name Is Joe,Drama Romance,glasgow funeral american football coach professional soccer player debt soccer Drama Romance
1618,birthday condom comeback tour rivalry rock band death,Still Crazy,Comedy Music,birthday condom comeback tour rivalry rock band death Comedy Music
10722,neo-nazi prophecy madrid telecaster virgin black magic heavy metal hallucinogen anti-christ murder surrealism inferno apocalypse devil crucifix catholic priest christmas black comedy,The Day of the Beast,Action Comedy Horror Crime,neo-nazi prophecy madrid telecaster virgin black magic heavy metal hallucinogen anti-christ murder surrealism inferno apocalypse devil crucifix catholic priest christmas black comedy Action Comedy Horror Crime
10314,tv star jeep volleyball misfit teen angst house party teen movie teenager avant-garde popularity little people high school student young love prom queen pygmalion clown makeup performance art beatboxing self expression tripping pool cleaner,She's All That,Comedy Romance,tv star jeep volleyball misfit teen angst house party teen movie teenager avant-garde popularity little people high school student young love prom queen pygmalion clown makeup performance art beatboxing self expression tripping pool cleaner Comedy Romance
125548,television producer nervous breakdown woman director,The 24 Hour Woman,Comedy Romance,television producer nervous breakdown woman director Comedy Romance
11167,cinematographer photography illegal prostitution proto-slasher,Peeping Tom,Horror Thriller,cinematographer photography illegal prostitution proto-slasher Horror Thriller
2112,new york heroin money criminal,Payback,Drama Action Thriller Crime,new york heroin money criminal Drama Action Thriller Crime
16172,restaurant department store kitchen love crab chef irresistible,Simply Irresistible,Comedy,restaurant department store kitchen love crab chef irresistible Comedy
111794,hidden camera biography reality show mockumentary,20 Dates,Romance Comedy,hidden camera biography reality show mockumentary Romance Comedy
9524,berlin jew nazis musical biography anti semitism,Comedian Harmonists,Music Drama,berlin jew nazis musical biography anti semitism Music Drama
20595,prisoner u.s. soldier banana childhood home buchenwald menorah ,The Last Days,Documentary Drama History War,prisoner u.s. soldier banana childhood home buchenwald menorah  Documentary Drama History War
16306,slavery dystopia space alien animation adult animation strange science human subjugation,Fantastic Planet,Animation Fantasy Science Fiction,slavery dystopia space alien animation adult animation strange science human subjugation Animation Fantasy Science Fiction
11622,isolation atomic bomb bunker shelter,Blast from the Past,Comedy Romance,isolation atomic bomb bunker shelter Comedy Romance
10207,sailboat anonymous letter sailing love letter bottle,Message in a Bottle,Romance Drama,sailboat anonymous letter sailing love letter bottle Romance Drama
9849,alien martian based on tv series fish out of water,My Favorite Martian,Comedy Drama Family Science Fiction,alien martian based on tv series fish out of water Comedy Drama Family Science Fiction
82865,woman director,"God Said, 'Ha!'",Comedy,woman director Comedy
18892,confession jealousy nightmare ambition groupie high school cafeteria revenge prom dead body dating fashion rock band fantasy sequence slow motion multiple identities pop music makeover polaroid camera public humiliation social outcast sidekick prank gone wrong cliques social climbing back stabbing dead teenager goth girls,Jawbreaker,Comedy,confession jealousy nightmare ambition groupie high school cafeteria revenge prom dead body dating fashion rock band fantasy sequence slow motion multiple identities pop music makeover polaroid camera public humiliation social outcast sidekick prank gone wrong cliques social climbing back stabbing dead teenager goth girls Comedy
13466,father son relationship based on novel small town satellite biography rocket west virginia teacher student coal mine 1950s sputnik mining accident rocketry,October Sky,Drama Family,father son relationship based on novel small town satellite biography rocket west virginia teacher student coal mine 1950s sputnik mining accident rocketry Drama Family
1542,suburbia downsizing software engineer burnout dallas texas beach resort coworker relationship laziness duringcreditsstinger business rivalry,Office Space,Comedy Crime,suburbia downsizing software engineer burnout dallas texas beach resort coworker relationship laziness duringcreditsstinger business rivalry Comedy Crime
43978,apple woman director,The Apple,Drama,apple woman director Drama
15256,new year's eve independent film relationship woman director lower east side,200 Cigarettes,Comedy Drama Romance,new year's eve independent film relationship woman director lower east side Comedy Drama Romance
8224,pornography porn actor loss of daughter child pornography private investigator subculture private detective,8MM,Thriller Crime Mystery,pornography porn actor loss of daughter child pornography private investigator subculture private detective Thriller Crime Mystery
18417,autism,The Other Sister,Comedy Drama Romance,autism Comedy Drama Romance
12479,wife husband relationship success author extramarital affair,Breakfast of Champions,Comedy,wife husband relationship success author extramarital affair Comedy
15209,female nudity sex obsession narration romantic rivalry unrequited love independent film neighbor teenage crush religion summer teenager masturbation teen comedy first love william tell overture girl next door,Eight Days a Week,Comedy Drama Romance,female nudity sex obsession narration romantic rivalry unrequited love independent film neighbor teenage crush religion summer teenager masturbation teen comedy first love william tell overture girl next door Comedy Drama Romance
26425,paris new york pope cooking girlfriend studies scalper crime ticket,Just the Ticket,Comedy Romance,paris new york pope cooking girlfriend studies scalper crime ticket Comedy Romance
1847,detective mission of murder police operation victim of murder united states–mexico barrier police suspense los angeles philip marlowe neo-noir,The Long Goodbye,Thriller Crime Drama Mystery,detective mission of murder police operation victim of murder united states–mexico barrier police suspense los angeles philip marlowe neo-noir Thriller Crime Drama Mystery
42113,independent film,The Ballad of Narayama,Drama,independent film Drama
8913,coffin pet funeral head injury grief violence new neighbor pet cemetery dead cat death of patient loss of pet dead lover mother son relationship ghost grave robbing indian burial ground woman director flashback burial ground,Pet Sematary,Drama Horror,coffin pet funeral head injury grief violence new neighbor pet cemetery dead cat death of patient loss of pet dead lover mother son relationship ghost grave robbing indian burial ground woman director flashback burial ground Drama Horror
10906,underdog father son relationship veterinarian step father dog woman director,Pet Sematary II,Horror,underdog father son relationship veterinarian step father dog woman director Horror
25748,sequel possession priest corn harvest,Children of the Corn II: The Final Sacrifice,Horror,sequel possession priest corn harvest Horror
25749,chicago telekinesis boy cult blood splatter sequel priest good vs evil religion blood city corn cornfield arm ripped off killer scarecrow supernatural power killer child dream within a dream,Children of the Corn III: Urban Harvest,Thriller Horror,chicago telekinesis boy cult blood splatter sequel priest good vs evil religion blood city corn cornfield arm ripped off killer scarecrow supernatural power killer child dream within a dream Thriller Horror
8769,anthropomorphism teenager psychological drama animate car smart car overprotective parent heimlich maneuver,Christine,Horror,anthropomorphism teenager psychological drama animate car smart car overprotective parent heimlich maneuver Horror
14742,pimp morgue prostitution morgue attendant,Night Shift,Comedy,pimp morgue prostitution morgue attendant Comedy
15856,wine cellar skeleton cigarette smoking blind horror movie remade chandelier,House on Haunted Hill,Drama Horror Thriller,wine cellar skeleton cigarette smoking blind horror movie remade chandelier Drama Horror Thriller
10671,bomb based on novel airport desperation snow storm stowaway airplane panic landing psychopath deception split screen blizzard disaster film suicide bomber snowplow,Airport,Action Drama Thriller,bomb based on novel airport desperation snow storm stowaway airplane panic landing psychopath deception split screen blizzard disaster film suicide bomber snowplow Action Drama Thriller
27932,helicopter based on novel airport cataclysm guitar wife husband relationship stewardess pilot airplane music alcoholism sequel number in title aviation salt lake city dulles international airport teenage girl singing nun mid air collision airplane accident los angeles ensemble cast disaster film,Airport 1975,Action Adventure Drama Thriller,helicopter based on novel airport cataclysm guitar wife husband relationship stewardess pilot airplane music alcoholism sequel number in title aviation salt lake city dulles international airport teenage girl singing nun mid air collision airplane accident los angeles ensemble cast disaster film Action Adventure Drama Thriller
7227,stewardess pilot airplane hijacking u.s. navy painting bermuda triangle sequel rescue airplane hijacking disaster underwater art thief millionaire philanthropist airliner playing cards disaster film inspired by novel frogman scuba diver,Airport '77,Action Adventure Drama Thriller,stewardess pilot airplane hijacking u.s. navy painting bermuda triangle sequel rescue airplane hijacking disaster underwater art thief millionaire philanthropist airliner playing cards disaster film inspired by novel frogman scuba diver Action Adventure Drama Thriller
10670,bomb terrorist fbi blackmail investigation inspector suspense disaster amusement park bomb squad rollercoaster sensurround,Rollercoaster,Action Thriller,bomb terrorist fbi blackmail investigation inspector suspense disaster amusement park bomb squad rollercoaster sensurround Action Thriller
5919,san francisco fire helicopter skyscraper firemen fire engine rescue disaster explosion trapped elevator disaster film disaster movie world's tallest building,The Towering Inferno,Action Thriller,san francisco fire helicopter skyscraper firemen fire engine rescue disaster explosion trapped elevator disaster film disaster movie world's tallest building Action Thriller
33518,hunter mutation alligator underwear toxic briefs scientist sewer child eaten timebomb reptile animal horror,Alligator,Horror Science Fiction Thriller,hunter mutation alligator underwear toxic briefs scientist sewer child eaten timebomb reptile animal horror Horror Science Fiction Thriller
40160,meteor disaster disaster film disaster movie,Meteor,Action Science Fiction Thriller,meteor disaster disaster film disaster movie Action Science Fiction Thriller
2362,man vs machine android saloon future vacation robot as menace survival cult film theme park,Westworld,Action Adventure Drama Horror Science Fiction Thriller Western,man vs machine android saloon future vacation robot as menace survival cult film theme park Action Adventure Drama Horror Science Fiction Thriller Western
10803,female nudity killer robot nudity utopia teleportation post-apocalyptic dystopia plastic surgery escape fugitive robot domed city dystopic future totalitarianism population control,Logan's Run,Adventure Action Romance Science Fiction,female nudity killer robot nudity utopia teleportation post-apocalyptic dystopia plastic surgery escape fugitive robot domed city dystopic future totalitarianism population control Adventure Action Romance Science Fiction
871,human evolution gorilla bondage space marine chimp slavery space travel time travel dystopia apocalypse astronaut ape human subjugation,Planet of the Apes,Science Fiction Adventure Drama Action,human evolution gorilla bondage space marine chimp slavery space travel time travel dystopia apocalypse astronaut ape human subjugation Science Fiction Adventure Drama Action
1685,mutant dystopia survivor astronaut ape science worship,Beneath the Planet of the Apes,Adventure Science Fiction Mystery,mutant dystopia survivor astronaut ape science worship Adventure Science Fiction Mystery
1705,post-apocalyptic dystopia ape,Battle for the Planet of the Apes,Action Science Fiction,post-apocalyptic dystopia ape Action Science Fiction
1688,circus pet human being dystopia insurrection army ape,Conquest of the Planet of the Apes,Action Science Fiction,circus pet human being dystopia insurrection army ape Action Science Fiction
1687,spacecraft pacifism human being cage dystopia politician chimpanzee tease caving,Escape from the Planet of the Apes,Action Science Fiction,spacecraft pacifism human being cage dystopia politician chimpanzee tease caving Action Science Fiction
166680,female nudity winter ambulance sloth nudity ski jump car crash skating rescue independent film snow airplane crash trapped slow motion race ice skating skiing avalanche ski resort disaster film ski snowmobile,Avalanche,Action Adventure Drama,female nudity winter ambulance sloth nudity ski jump car crash skating rescue independent film snow airplane crash trapped slow motion race ice skating skiing avalanche ski resort disaster film ski snowmobile Action Adventure Drama
11123,fire supermarket architect earthquake parking garage natural disaster national guard disaster child in peril pool hall los angeles explosion motorcycle alcoholic policeman daredevil movie theater disaster film disaster movie sensurround,Earthquake,Action Drama Thriller,fire supermarket architect earthquake parking garage natural disaster national guard disaster child in peril pool hall los angeles explosion motorcycle alcoholic policeman daredevil movie theater disaster film disaster movie sensurround Action Drama Thriller
29723,stewardess missile pilot hot air balloon panic arms dealer fighter jet airplane accident drone sabotage protestor mountain pass airliner smoking pot playing cards sign language disaster film supersonic jet inspired by novel decompression,The Concorde... Airport '79,Action Drama Thriller,stewardess missile pilot hot air balloon panic arms dealer fighter jet airplane accident drone sabotage protestor mountain pass airliner smoking pot playing cards sign language disaster film supersonic jet inspired by novel decompression Action Drama Thriller
31638,capsized ship,Beyond the Poseidon Adventure,Action Adventure Drama,capsized ship Action Adventure Drama
9535,new york mafia boss wedding psychiatrist,Analyze This,Comedy Crime,new york mafia boss wedding psychiatrist Comedy Crime
9455,new york life and death gang war police china town triad,The Corruptor,Action Crime Mystery Thriller,new york life and death gang war police china town triad Action Crime Mystery Thriller
796,upper class sexual obsession sex bet sadistic drug abuse brother sister relationship cynic cocaine virgin manipulation seduction love letter private school innocence addiction love psychotherapy,Cruel Intentions,Drama Romance Thriller,upper class sexual obsession sex bet sadistic drug abuse brother sister relationship cynic cocaine virgin manipulation seduction love letter private school innocence addiction love psychotherapy Drama Romance Thriller
100,ambush alcohol shotgun tea joint machismo cocktail rifle marijuana cockney accent pot smoking hatchet antique cardsharp anger carjacking piano strip show high stakes,"Lock, Stock and Two Smoking Barrels",Comedy Crime,ambush alcohol shotgun tea joint machismo cocktail rifle marijuana cockney accent pot smoking hatchet antique cardsharp anger carjacking piano strip show high stakes Comedy Crime
77936,france sex obsession passion love conflict relationship violence,The School of Flesh,Romance Drama Mystery,france sex obsession passion love conflict relationship violence Romance Drama Mystery
84586,gay friendship hiv lesbian,Relax... It's Just Sex,Comedy,gay friendship hiv lesbian Comedy
30943,kidnapping boy reunion,The Deep End of the Ocean,Drama Mystery,kidnapping boy reunion Drama Mystery
7341,suicide male nudity female nudity fire nudity asylum telekinesis high school swimming pool party sequel murder prom teacher decapitation blood splatter weightlifting teen suicide woman director,The Rage: Carrie 2,Horror Thriller Science Fiction,suicide male nudity female nudity fire nudity asylum telekinesis high school swimming pool party sequel murder prom teacher decapitation blood splatter weightlifting teen suicide woman director Horror Thriller Science Fiction
10350,fight pilot outer space based on video game space opera space carrier,Wing Commander,Action Science Fiction,fight pilot outer space based on video game space opera space carrier Action Science Fiction
11772,alcohol haunted house supernatural powers disappearance orphan,The Haunting,Mystery Horror Thriller,alcohol haunted house supernatural powers disappearance orphan Mystery Horror Thriller
9540,nurse sex based on novel bondage obsession nudity sadism sadomasochism twin brother murder prostitution drug twins receptionist extramarital affair medical profession gynecologist voyeurism spectacle body horror identical twins,Dead Ringers,Drama Horror Thriller,nurse sex based on novel bondage obsession nudity sadism sadomasochism twin brother murder prostitution drug twins receptionist extramarital affair medical profession gynecologist voyeurism spectacle body horror identical twins Drama Horror Thriller
31503,zombie hen graveyard strapped down,My Boyfriend's Back,Comedy Romance,zombie hen graveyard strapped down Comedy Romance
11773,suicide england based on novel parent child relationship youngster parish village car crash children pregnant mind reading pregnancy explosion english military evil children forced suicide,Village of the Damned,Horror Science Fiction,suicide england based on novel parent child relationship youngster parish village car crash children pregnant mind reading pregnancy explosion english military evil children forced suicide Horror Science Fiction
30202,evil child,Children of the Damned,Science Fiction Thriller,evil child Science Fiction Thriller
22345,baby genius toddler baby geniuses,Baby Geniuses,Science Fiction Comedy Family,baby genius toddler baby geniuses Science Fiction Comedy Family
1567,rage and hate misanthrope monologue incest overtones unsimulated sex new french extremism,I Stand Alone,Drama Thriller,rage and hate misanthrope monologue incest overtones unsimulated sex new french extremism Drama Thriller
1641,cataclysm airplane single travel wedding storm extramarital affair woman director,Forces of Nature,Romance Comedy,cataclysm airplane single travel wedding storm extramarital affair woman director Romance Comedy
47288,musical king school teacher siam,The King and I,Animation Drama Family,musical king school teacher siam Animation Drama Family
10212,winter cliff cooking cave nudity chase fort army murder survival snow camp soldier violence cannibal madness stranger american mexican war woman director wendigo military outpost vomiting blood,Ravenous,Comedy Horror Thriller Western,winter cliff cooking cave nudity chase fort army murder survival snow camp soldier violence cannibal madness stranger american mexican war woman director wendigo military outpost vomiting blood Comedy Horror Thriller Western
10354,journalist death penalty death row doomed man ambition recovering alcoholic,True Crime,Crime Drama,journalist death penalty death row doomed man ambition recovering alcoholic Crime Drama
11526,prison musical music concert getaway car escape music band woman director,Bandits,Action Drama Foreign,prison musical music concert getaway car escape music band woman director Action Drama Foreign
8583,venice inquisition beauty courtesan 16th century,Dangerous Beauty,Drama Romance,venice inquisition beauty courtesan 16th century Drama Romance
16520,temple prime minister letter bangkok palace widow musical buddha siamese twins polygamy based on play or musical misunderstanding single mother tutor chopsticks uncle tom's cabin chakri dynasty school teacher barge inter cultural sailing ship pagoda consort dowry malaria,The King and I,Drama Music Romance,temple prime minister letter bangkok palace widow musical buddha siamese twins polygamy based on play or musical misunderstanding single mother tutor chopsticks uncle tom's cabin chakri dynasty school teacher barge inter cultural sailing ship pagoda consort dowry malaria Drama Music Romance
16508,journalism dance daydream friendship pollution cartoon number in title kids and family valentine,Doug's 1st Movie,Animation Family Comedy,journalism dance daydream friendship pollution cartoon number in title kids and family valentine Animation Family Comedy
11374,tv show tv station simulated reality  reality tv tv star tv ratings,Edtv,Comedy,tv show tv station simulated reality  reality tv tv star tv ratings Comedy
16379,undercover drug traffic based on tv series,The Mod Squad,Action Mystery Thriller,undercover drug traffic based on tv series Action Mystery Thriller
125123,yorkshire love friends,Among Giants,Comedy Romance,yorkshire love friends Comedy Romance
28029,adultery woodstock 1960s,A Walk on the Moon,Drama Romance,adultery woodstock 1960s Drama Romance
603,saving the world artificial intelligence man vs machine philosophy prophecy martial arts self sacrifice fight insurgence virtual reality dystopia truth cyberpunk woman director messiah gnosticism,The Matrix,Action Science Fiction,saving the world artificial intelligence man vs machine philosophy prophecy martial arts self sacrifice fight insurgence virtual reality dystopia truth cyberpunk woman director messiah gnosticism Action Science Fiction
4951,shakespeare sister high school cannabis deception teen movie shrew archery feel-good ending opposites attract duringcreditsstinger teenage romance play adaptation overprotective father,10 Things I Hate About You,Comedy Romance Drama,shakespeare sister high school cannabis deception teen movie shrew archery feel-good ending opposites attract duringcreditsstinger teenage romance play adaptation overprotective father Comedy Romance Drama
65749,dancer tango musical love,Tango,Drama Foreign Romance,dancer tango musical love Drama Foreign Romance
8970,new york travel misfortune,The Out-of-Towners,Comedy,new york travel misfortune Comedy
9840,factory worker coma soulmates flat shortage of money female friendship friendship,The Dreamlife of Angels,Drama Foreign,factory worker coma soulmates flat shortage of money female friendship friendship Drama Foreign
30950,london england liar compromise nude model,Metroland,Comedy Drama,london england liar compromise nude model Comedy Drama
70687,future bisexuality time travel woman director,The Sticky Fingers of Time,Science Fiction Drama,future bisexuality time travel woman director Science Fiction Drama
11660,london england robbery burglar prosecution thief independent film writer stranger neo-noir,Following,Crime Drama Thriller,london england robbery burglar prosecution thief independent film writer stranger neo-noir Crime Drama Thriller
9430,ecstasy drug dealing drug reference to family circus high bisexual man multiple storylines,Go,Crime Comedy Thriller,ecstasy drug dealing drug reference to family circus high bisexual man multiple storylines Crime Comedy Thriller
11355,chicago journalist newspaper undercover entrapment kiss nerd high school party love prank prom reporter teenager humiliation editor,Never Been Kissed,Romance Comedy Drama,chicago journalist newspaper undercover entrapment kiss nerd high school party love prank prom reporter teenager humiliation editor Romance Comedy Drama
18764,mistaken identity martial arts master pianist twins grand piano concert pianist,Twin Dragons,Comedy Action,mistaken identity martial arts master pianist twins grand piano concert pianist Comedy Action
9465,suicide mississippi small town suspicion of murder theatre milieu theatre director,Cookie's Fortune,Comedy Drama Thriller,suicide mississippi small town suspicion of murder theatre milieu theatre director Comedy Drama Thriller
27455,independent film sexual humor drug humor,Foolish,Comedy Drama,independent film sexual humor drug humor Comedy Drama
1414,suicide love at first sight brother sister relationship becoming an adult love of one's life first time pilot scandinavia snow fate coincidence relationship divorce family antarctic,Lovers of the Arctic Circle,Drama Mystery Romance,suicide love at first sight brother sister relationship becoming an adult love of one's life first time pilot scandinavia snow fate coincidence relationship divorce family antarctic Drama Mystery Romance
49981,corruption prostitute sex detective assassin infidelity nudity fraud politician murder romance betrayal singer erotic movie neo-noir,Goodbye Lover,Thriller Comedy Crime Mystery,corruption prostitute sex detective assassin infidelity nudity fraud politician murder romance betrayal singer erotic movie neo-noir Thriller Comedy Crime Mystery
6522,mississippi racist bootlegging criminal life imprisonment,Life,Comedy Crime,mississippi racist bootlegging criminal life imprisonment Comedy Crime
10209,hippie culture clash morocco arabian lover sister independent film,Hideous Kinky,Romance Drama,hippie culture clash morocco arabian lover sister independent film Romance Drama
25512,love activism hospital visit,Jeanne and the Perfect Guy,Drama,love activism hospital visit Drama
1902,love triangle madrid love of one's life ladykiller face operation fall from skyscraper virtual reality life extension car crash best friend psychiatrist psychiatric,Open Your Eyes,Drama Thriller,love triangle madrid love of one's life ladykiller face operation fall from skyscraper virtual reality life extension car crash best friend psychiatrist psychiatric Drama Thriller
6396,punk independent film redneck salt lake city hospital breaking the fourth wall bromance,SLC Punk,Crime Romance Comedy Drama Music,punk independent film redneck salt lake city hospital breaking the fourth wall bromance Crime Romance Comedy Drama Music
39964,restaurant neighbor dog ring,Lost & Found,Comedy Romance,restaurant neighbor dog ring Comedy Romance
12596,competition airport air controller adversary,Pushing Tin,Comedy Drama,competition airport air controller adversary Comedy Drama
9451,jealousy infidelity vandalism museum motel graduation scandal ambition politics high school bias satire party crush independent film teacher morality trust election overachiever,Election,Comedy,jealousy infidelity vandalism museum motel graduation scandal ambition politics high school bias satire party crush independent film teacher morality trust election overachiever Comedy
1946,video game hacker bodyguard pop star virtual reality dystopia virtual fight,eXistenZ,Action Thriller Science Fiction Horror,video game hacker bodyguard pop star virtual reality dystopia virtual fight Action Thriller Science Fiction Horror
42230,gorilla,The Mighty Peking Man,Science Fiction Action Fantasy,gorilla Science Fiction Action Fantasy
74140,woman director,Let It Come Down: The Life of Paul Bowles,Documentary,woman director Documentary
1844,"london england new year's eve skyscraper burglar distrust undercover blackmail nudity thief heist older man younger woman relationship art thief criminal art theft millennium manhattan, new york city gala kuala lumpur malaysia",Entrapment,Romance Drama Mystery,"london england new year's eve skyscraper burglar distrust undercover blackmail nudity thief heist older man younger woman relationship art thief criminal art theft millennium manhattan, new york city gala kuala lumpur malaysia Romance Drama Mystery"
6552,teenager attic knitting needle noise complaint crawling hand angel costume trowel bass guitarist priestess,Idle Hands,Thriller Comedy Horror,teenager attic knitting needle noise complaint crawling hand angel costume trowel bass guitarist priestess Thriller Comedy Horror
24584,gay coming out high school based on play or musical coming of age britain lgbt child,Get Real,Drama Romance,gay coming out high school based on play or musical coming of age britain lgbt child Drama Romance
213985,architect stripper vision,Heaven,Crime Thriller,architect stripper vision Crime Thriller
25471,china deception street performer master and student,The King of Masks,Drama,china deception street performer master and student Drama
4154,poetry prostitute vietnam leprosy flower girl song daughter post war life,Three Seasons,Drama Foreign,poetry prostitute vietnam leprosy flower girl song daughter post war life Drama Foreign
28519,court case british lawyer 20th century,The Winslow Boy,Drama,court case british lawyer 20th century Drama
3309,beach infidelity restaurant promise romance melodrama singing girl beach house mother daughter estrangement film noir,Mildred Pierce,Crime Drama,beach infidelity restaurant promise romance melodrama singing girl beach house mother daughter estrangement film noir Crime Drama
18462,post-apocalyptic comet end of the world,Night of the Comet,Comedy Horror Science Fiction,post-apocalyptic comet end of the world Comedy Horror Science Fiction
28941,sex nudity laser shopping mall remote control party electrocution robot mall lockdown woman director trapped in building falling,Chopping Mall,Horror Science Fiction,sex nudity laser shopping mall remote control party electrocution robot mall lockdown woman director trapped in building falling Horror Science Fiction
18252,time travel dinosaur science,My Science Project,Comedy Family Fantasy Science Fiction,time travel dinosaur science Comedy Family Fantasy Science Fiction
8592,corruption crime fighter gangster boss investigation based on comic policeman,Dick Tracy,Adventure Action Comedy Thriller Crime,corruption crime fighter gangster boss investigation based on comic policeman Adventure Action Comedy Thriller Crime
564,library secret passage cairo egypt pastor pyramid sandstorm solar eclipse mummy foreign legion nile secret society treasure hunt remake ancient egypt opposites attract 1920s,The Mummy,Adventure Action Fantasy,library secret passage cairo egypt pastor pyramid sandstorm solar eclipse mummy foreign legion nile secret society treasure hunt remake ancient egypt opposites attract 1920s Adventure Action Fantasy
13852,underdog airport court case australian family history australia court cult comedy kickboxing david and goliath,The Castle,Drama Comedy,underdog airport court case australian family history australia court cult comedy kickboxing david and goliath Drama Comedy
25232,illinois father independent film ireland,This Is My Father,Drama Romance,illinois father independent film ireland Drama Romance
33194,female nudity rape woman director,Xiu Xiu: The Sent-Down Girl,Drama Foreign,female nudity rape woman director Drama Foreign
10210,shakespeare fairy lover promise luck puck,A Midsummer Night's Dream,Fantasy Drama Comedy Romance,shakespeare fairy lover promise luck puck Fantasy Drama Comedy Romance
53862,high school prom,Trippin',Comedy Romance,high school prom Comedy Romance
17962,grandmother grandson relationship cloud airplane heaven bell teenage girl memory old man videotape eternity disneyland remembrance,After Life,Fantasy Drama,grandmother grandson relationship cloud airplane heaven bell teenage girl memory old man videotape eternity disneyland remembrance Fantasy Drama
9460,library martial arts bookshop chinese mafia police mafia boss masked hero,Black Mask,Action,library martial arts bookshop chinese mafia police mafia boss masked hero Action
4927,gay ohio homosexuality independent film coming of age summer gay man amusement park lgbt,Edge of Seventeen,Comedy Drama Romance,gay ohio homosexuality independent film coming of age summer gay man amusement park lgbt Comedy Drama Romance
1893,prophecy senate queen taskmaster galaxy apprentice taxes space opera,Star Wars: Episode I - The Phantom Menace,Adventure Action Science Fiction,prophecy senate queen taskmaster galaxy apprentice taxes space opera Adventure Action Science Fiction
31342,love letter misunderstanding,The Love Letter,Comedy Drama Romance,love letter misunderstanding Comedy Drama Romance
44297,composer love jail gift pianist english,Besieged,Drama Romance,composer love jail gift pianist english Drama Romance
95627,collections loan shark actor,Frogs for Snakes,Thriller Comedy Crime,collections loan shark actor Thriller Comedy Crime
8785,spain book vorfahren,The Saragossa Manuscript,Comedy Drama Fantasy Mystery,spain book vorfahren Comedy Drama Fantasy Mystery
15849,egypt virgin museum mummy incantation reincarnation resurrection buried alive excavation trance goddess sorcerer african classic horror priestess eternal love archeologist condemned man buried tomb ancient curse ancient scroll,The Mummy,Horror,egypt virgin museum mummy incantation reincarnation resurrection buried alive excavation trance goddess sorcerer african classic horror priestess eternal love archeologist condemned man buried tomb ancient curse ancient scroll Horror
18990,mummy swamp princess remake nursing home hammer horror tomb ancient egypt,The Mummy,Horror,mummy swamp princess remake nursing home hammer horror tomb ancient egypt Horror
29242,monster mummy louisiana swamp sequel ancient religion reincarnated princess ancient curse cajuns,The Mummy's Curse,Horror,monster mummy louisiana swamp sequel ancient religion reincarnated princess ancient curse cajuns Horror
29243,small town mummy swamp revenge police detective high priest college student ancient religion sarcophagus reincarnated princess ancient curse vicious killings miner's adit,The Mummy's Ghost,Horror,small town mummy swamp revenge police detective high priest college student ancient religion sarcophagus reincarnated princess ancient curse vicious killings miner's adit Horror
31498,egypt monster mummy buried alive murder curse archaeologist high priest archaeological expedition ancient religion egyptian tomb sarcophagus buried tomb burial chamber secret rites,The Mummy's Hand,Horror,egypt monster mummy buried alive murder curse archaeologist high priest archaeological expedition ancient religion egyptian tomb sarcophagus buried tomb burial chamber secret rites Horror
29239,egypt monster mummy princess sequel revenge murder high priest eqgyptian,The Mummy's Tomb,Drama Fantasy Horror Mystery Thriller,egypt monster mummy princess sequel revenge murder high priest eqgyptian Drama Fantasy Horror Mystery Thriller
