movie_id,movie_title,id_id,name_name
30719,I'll Be Seeing You,614,Vanguard Films
30719,I'll Be Seeing You,1553,Selznick International Pictures
30719,I'll Be Seeing You,12274,Dore Schary Productions
28421,The Invisible Man Returns,33,Universal Pictures
8424,Love Me If You Dare,615,Nord Ouest Production
8424,Love Me If You Dare,694,StudioCanal
32558,Portrait of Jennie,614,Vanguard Films
32558,Portrait of Jennie,1553,Selznick International Pictures
50085,Ruby Gentry,12599,Bernhard-Vidor Productions Inc.
50034,Secret Honor,11487,Sandcastle 5 Productions
42401,Since You Went Away,614,Vanguard Films
42401,Since You Went Away,1553,Selznick International Pictures
30996,Splatter University,34578,Aquifilm
44375,Twist,64522,Victorious Films
70368,The Cheat,29749,Jesse L. Lasky Feature Play Company
3016,Dr. Jekyll and Mr. Hyde,29729,Famous Players-Lasky Corporation
2972,The Golem: How He Came Into the World,12973,Projektions A-G Union (PAGU)
71065,The Last of the Mohicans,38154,Maurice Tourneur Productions
58129,The Phantom Carriage,6181,Svensk Filmindustri (SF)
29267,Destiny,6762,Decla-Bioscop AG
36841,The Sheik,4,Paramount Pictures
57283,Häxan,6181,Svensk Filmindustri (SF)
57283,Häxan,78552,Aljosha Production Company
18987,The Hunchback of Notre Dame,33,Universal Pictures
41348,Why Worry?,2159,Hal Roach Studios
27511,He Who Gets Slapped,8411,Metro-Goldwyn-Mayer (MGM)
96713,The Marriage Circle,6194,Warner Bros.
992,"Sherlock, Jr.",70279,Metro Pictures
3060,The Big Parade,8411,Metro-Goldwyn-Mayer (MGM)
42359,The Freshman,2159,Hal Roach Studios
1405,Greed,8411,Metro-Goldwyn-Mayer (MGM)
964,The Phantom of the Opera,33,Universal Pictures
939,The Jazz Singer,6194,Warner Bros.
697,October (Ten Days that Shook the World),410,Sovkino
104433,Old San Francisco,6194,Warner Bros.
104433,Old San Francisco,9329,The Vitaphone Corporation
27503,The Unknown,8411,Metro-Goldwyn-Mayer (MGM)
905,Pandora's Box,4903,Nero Films
31411,The Cameraman,8411,Metro-Goldwyn-Mayer (MGM)
28189,The Fall of the House of Usher,8994,Films Jean Epstein
3061,The Crowd,8411,Metro-Goldwyn-Mayer (MGM)
27517,The Man Who Laughs,33,Universal Pictures
42538,Sadie Thompson,28472,Gloria Swanson Pictures
25768,"Steamboat Bill, Jr.",12190,Buster Keaton Productions
120833,Applause,4,Paramount Pictures
626,Un chien andalou,85822,Luis Buñuel
27899,Little Caesar,3245,First National Pictures
5729,L'Âge d'Or,1965,Vicomte de Noailles
42816,The Champ,8411,Metro-Goldwyn-Mayer (MGM)
13911,Monkey Business,4,Paramount Pictures
51394,Night Nurse,6194,Warner Bros.
51394,Night Nurse,9329,The Vitaphone Corporation
48365,Boudu Saved from Drowning,37929,Les Établissements Jacques Haïk
3574,Doctor X,3245,First National Pictures
91,Land Without Bread,85869,Ramón Acín
31592,The Old Dark House,33,Universal Pictures
43132,Rasputin and the Empress,8411,Metro-Goldwyn-Mayer (MGM)
877,Scarface,60,United Artists
877,Scarface,13866,The Caddo Company
875,Shanghai Express,4,Paramount Pictures
28268,"I Was Born, But...",5070,Shôchiku Eiga
779,Vampyr,7448,Tobis Filmkunst
56724,What Price Hollywood?,13892,RKO Pathé Pictures
39130,Dinner at Eight,8411,Metro-Goldwyn-Mayer (MGM)
28046,The Ghoul,4978,Gaumont British Picture Corporation
31511,Gold Diggers of 1933,6194,Warner Bros.
3031,Island of Lost Souls,4,Paramount Pictures
43130,Lady for a Day,441,Columbia Pictures Corporation
43595,She Done Him Wrong,4,Paramount Pictures
43149,The Son of Kong,6,RKO Radio Pictures
43148,The Vampire Bat,4977,Larry Darmour Productions
43148,The Vampire Bat,17738,Majestic Pictures
50073,Wild Boys of the Road,3245,First National Pictures
50073,Wild Boys of the Road,6194,Warner Bros.
43904,L'Atalante,11476,Jean-Louis Nounez
43693,The Barretts of Wimpole Street,8411,Metro-Goldwyn-Mayer (MGM)
24106,The Black Cat,33,Universal Pictures
47921,Imitation of Life,33,Universal Pictures
49640,The Lawless Frontier,4114,Lone Star Production
49640,The Lawless Frontier,4395,Monogram Pictures
46910,The Lost Patrol,6,RKO Radio Pictures
43689,The Merry Widow,8411,Metro-Goldwyn-Mayer (MGM)
22614,The Scarlet Pimpernel,659,London Film Productions
43889,Bonnie Scotland,2159,Hal Roach Studios
43896,The Informer,6,RKO Radio Pictures
28910,Mark of the Vampire,8411,Metro-Goldwyn-Mayer (MGM)
17907,The Raven,33,Universal Pictures
27970,Werewolf of London,33,Universal Pictures
14615,Fury,8411,Metro-Goldwyn-Mayer (MGM)
31773,Libeled Lady,8411,Metro-Goldwyn-Mayer (MGM)
24807,Mr. Deeds Goes to Town,5,Columbia Pictures
17030,The Petrified Forest,6194,Warner Bros.
23389,Revolt of the Zombies,4603,Edward Halperin Productions
23389,Revolt of the Zombies,4604,Victor Halperin Productions
31548,Show Boat,33,Universal Pictures
54569,These Three,28205,"Samuel Goldwyn Company, The"
38721,Wife vs. Secretary,21,Metro-Goldwyn-Mayer
43874,Camille,8411,Metro-Goldwyn-Mayer (MGM)
16515,Captains Courageous,8411,Metro-Goldwyn-Mayer (MGM)
27973,Dead End,28205,"Samuel Goldwyn Company, The"
20642,Double Wedding,8411,Metro-Goldwyn-Mayer (MGM)
37650,Nothing Sacred,1553,Selznick International Pictures
43867,The Prisoner of Zenda,60,United Artists
43867,The Prisoner of Zenda,1553,Selznick International Pictures
43864,Stage Door,6,RKO Radio Pictures
23101,Topper,2159,Hal Roach Studios
46688,The Dawn Patrol,6194,Warner Bros.
16274,Holiday,441,Columbia Pictures Corporation
99318,The Shopworn Angel,8411,Metro-Goldwyn-Mayer (MGM)
55207,Gaslight,14197,British National Films
31868,Intermezzo: A Love Story,1553,Selznick International Pictures
37698,The Roaring Twenties,6194,Warner Bros.
3084,Wuthering Heights,28205,"Samuel Goldwyn Company, The"
46069,The Story of the Last Chrysanthemum,5070,Shôchiku Eiga
43806,Abe Lincoln in Illinois,4361,RKO Pictures
55604,Boom Town,8411,Metro-Goldwyn-Mayer (MGM)
26635,Brother Orchid,6194,Warner Bros.
26635,Brother Orchid,9329,The Vitaphone Corporation
43811,"Edison, the Man",21,Metro-Goldwyn-Mayer
17801,The Letter,6194,Warner Bros.
26201,The Sea Hawk,6194,Warner Bros.
29884,Ball of Fire,28205,"Samuel Goldwyn Company, The"
45978,The 47 Ronin,4790,IMA Productions
45978,The 47 Ronin,5070,Shôchiku Eiga
38914,Here Comes Mr. Jordan,5,Columbia Pictures
33523,In the Navy,33,Universal Pictures
33112,It Started with Eve,33,Universal Pictures
28789,Never Give a Sucker an Even Break,33,Universal Pictures
43799,That Uncertain Feeling,4213,Sol Lesser Productions
43799,That Uncertain Feeling,21633,Ernst Lubitsch Productions
18790,Across the Pacific,6194,Warner Bros.
37036,All Through the Night,6194,Warner Bros.
43522,Gentleman Jim,6194,Warner Bros.
36612,The Hard Way,6194,Warner Bros.
97648,My Favorite Blonde,4,Paramount Pictures
23336,Why We Fight: Prelude to War,4217,War activities committee of the motion pictures industry
22387,Random Harvest,8411,Metro-Goldwyn-Mayer (MGM)
27655,Tales of Manhattan,306,Twentieth Century Fox Film Corporation
23051,Action in the North Atlantic,6194,Warner Bros.
43306,A Guy Named Joe,8411,Metro-Goldwyn-Mayer (MGM)
18727,Heaven Can Wait,306,Twentieth Century Fox Film Corporation
33049,The Heavenly Body,8411,Metro-Goldwyn-Mayer (MGM)
41355,The Memphis Belle: A Story of a Flying Fortress,6308,U.S. Office of War Information
41355,The Memphis Belle: A Story of a Flying Fortress,9386,First Motion Pictures Unit US Army Air Forces
47352,Mr. Lucky,6,RKO Radio Pictures
43518,Thousands Cheer,8411,Metro-Goldwyn-Mayer (MGM)
41391,Day of Wrath,2379,Palladium Productions
21622,Cover Girl,5,Columbia Pictures
28436,The Curse of the Cat People,6,RKO Radio Pictures
22638,Henry V,4006,Two Cities Films
51144,Torment,6181,Svensk Filmindustri (SF)
35006,The Mask of Dimitrios,6194,Warner Bros.
21451,Ministry of Fear,4,Paramount Pictures
42879,The Miracle of Morgan’s Creek,4,Paramount Pictures
43307,Mr. Skeffington,6194,Warner Bros.
50066,Mrs. Parkington,8411,Metro-Goldwyn-Mayer (MGM)
18229,Passage to Marseille,6194,Warner Bros.
52440,The White Cliffs of Dover,8411,Metro-Goldwyn-Mayer (MGM)
17136,The Woman in the Window,3257,International Pictures
43494,The Enchanted Cottage,6,RKO Radio Pictures
30348,Isle of the Dead,6,RKO Radio Pictures
9797,"Ivan the Terrible, Part I",5120,Mosfilm
9797,"Ivan the Terrible, Part I",26497,TsOKS
45219,The Southerner,14273,Jean Renoir Productions
45219,The Southerner,14274,Loew-Hakim
18771,They Were Expendable,8411,Metro-Goldwyn-Mayer (MGM)
30177,A Tree Grows in Brooklyn,306,Twentieth Century Fox Film Corporation
41020,The Beast with Five Fingers,3245,First National Pictures
41020,The Beast with Five Fingers,6194,Warner Bros.
16090,The Blue Dahlia,4,Paramount Pictures
44041,The Dark Mirror,4995,International Pictures (I)
25502,Deception,6194,Warner Bros.
14320,Great Expectations,2886,Cineguild
26701,Humoresque,6194,Warner Bros.
43469,Shoeshine,54849,Societa Cooperativa Alfa Cinematografica
20246,The Stranger,3257,International Pictures
82101,Mourning Becomes Electra,6,RKO Radio Pictures
19169,Nightmare Alley,306,Twentieth Century Fox Film Corporation
43461,Odd Man Out,4006,Two Cities Films
31980,Road to Rio,4,Paramount Pictures
31980,Road to Rio,5409,Bing Crosby Productions
31980,Road to Rio,14069,Hope Enterprises
27448,The Two Mrs. Carrolls,6194,Warner Bros.
29244,3 Godfathers,1281,Argosy Pictures
29244,3 Godfathers,8411,Metro-Goldwyn-Mayer (MGM)
83838,B.F.'s Daughter,8411,Metro-Goldwyn-Mayer (MGM)
43452,The Babe Ruth Story,4928,Allied Artists Pictures
43452,The Babe Ruth Story,15957,Roy Del Ruth Productions
29380,Easter Parade,8411,Metro-Goldwyn-Mayer (MGM)
37347,Fort Apache,6,RKO Radio Pictures
3766,The Lady from Shanghai,441,Columbia Pictures Corporation
3766,The Lady from Shanghai,11447,Mercury Productions
946,Letter from an Unknown Woman,33,Universal Pictures
946,Letter from an Unknown Woman,605,Rampart Productions
20482,The Naked City,33,Universal Pictures
20482,The Naked City,10330,Universal International Pictures (UI)
35032,The Pirate,8411,Metro-Goldwyn-Mayer (MGM)
44190,They Live by Night,6,RKO Radio Pictures
41609,The Three Musketeers,1460,Loew's
41609,The Three Musketeers,8411,Metro-Goldwyn-Mayer (MGM)
33115,Unfaithfully Yours,306,Twentieth Century Fox Film Corporation
20638,Yellow Sky,306,Twentieth Century Fox Film Corporation
29885,The Barkleys of Broadway,8411,Metro-Goldwyn-Mayer (MGM)
25698,In the Good Old Summertime,8411,Metro-Goldwyn-Mayer (MGM)
45578,A Letter to Three Wives,306,Twentieth Century Fox Film Corporation
4558,Orpheus,33449,Films du Palais Royal
4558,Orpheus,47820,Andre Paulve Film
43439,The Secret Garden,1460,Loew's
43439,The Secret Garden,8411,Metro-Goldwyn-Mayer (MGM)
61828,The Story of Seabiscuit,6194,Warner Bros.
25209,Annie Get Your Gun,8411,Metro-Goldwyn-Mayer (MGM)
15390,Les Enfants Terribles,3077,Melville Productions
17409,The Gunfighter,306,Twentieth Century Fox Film Corporation
43388,King Solomon's Mines,8411,Metro-Goldwyn-Mayer (MGM)
800,Los Olvidados,511,Ultramar Films
32690,Scandal,4641,Shochiku Company
32690,Scandal,5070,Shôchiku Eiga
43390,Summer Stock,8411,Metro-Goldwyn-Mayer (MGM)
41464,Europe '51,217,Ponti-De Laurentiis Cinematografica
43961,Carbine Williams,8411,Metro-Goldwyn-Mayer (MGM)
43358,Carrie,4,Paramount Pictures
24003,Clash by Night,6,RKO Radio Pictures
24003,Clash by Night,10852,Wald/Krasna Productions
28431,The Prisoner of Zenda,8411,Metro-Goldwyn-Mayer (MGM)
43364,The Life of Oharu,9303,Shintoho Film Distribution Committee
43364,The Life of Oharu,21195,Koi Productions
30801,Son of Paleface,4,Paramount Pictures
3023,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde,10330,Universal International Pictures (UI)
43348,Gun Fury,441,Columbia Pictures Corporation
43349,Gate of Hell,881,Daiei Studios
99898,Man on a Tightrope,306,Twentieth Century Fox Film Corporation
24381,The Titfield Thunderbolt,5110,Michael Balcon Productions
35861,The Crucified Lovers,881,Daiei Studios
45213,French Cancan,1477,Franco London Films
45213,French Cancan,10481,Jolly Film
20127,It Should Happen to You,441,Columbia Pictures Corporation
24518,"The Long, Long Trailer",8411,Metro-Goldwyn-Mayer (MGM)
13457,Magnificent Obsession,10330,Universal International Pictures (UI)
23620,Salt of the Earth,77138,"Intl Union of Mine, Mill & Smelter Workers"
23620,Salt of the Earth,77139,Independent Production Company (IPC)
31372,Samurai I: Musashi Miyamoto,882,Toho Company
3111,A Star Is Born,1321,Transcona Enterprises
3111,A Star Is Born,6194,Warner Bros.
41503,Three Coins in the Fountain,306,Twentieth Century Fox Film Corporation
28696,The Wild One,893,Stanley Kramer Productions
94123,The Cobweb,8411,Metro-Goldwyn-Mayer (MGM)
17640,It's Always Fair Weather,8411,Metro-Goldwyn-Mayer (MGM)
44026,Mr. Arkadin,1704,Bavaria Film
44026,Mr. Arkadin,11447,Mercury Productions
44026,Mr. Arkadin,53220,Sevilla Films
44026,Mr. Arkadin,53221,Filmorsa
44026,Mr. Arkadin,53222,Cervantes Films
803,Night and Fog,512,Cocinor
803,Night and Fog,513,Cosmo-Films
31374,Samurai II: Duel at Ichijoji Temple,882,Toho Company
25893,The Seven Little Foys,4,Paramount Pictures
25893,The Seven Little Foys,14069,Hope Enterprises
36439,The Unknown Soldier,12982,Suomen Filmiteollisuus
33319,The Burmese Harp,955,Nikkatsu
28100,Carousel,306,Twentieth Century Fox Film Corporation
31378,Samurai III: Duel at Ganryu Island,882,Toho Company
19742,Rodan,882,Toho Company
44134,Barnacle Bill,2650,Ealing Studios
22334,Chase a Crooked Shadow,4076,Associated Dragon
29347,Fiend Without a Face,5077,Amalgamated Productions
29347,Fiend Without a Face,14049,Producers Associates
15697,Jailhouse Rock,8411,Metro-Goldwyn-Mayer (MGM)
15697,Jailhouse Rock,13999,Avon Productions (II)
43234,Man of a Thousand Faces,10330,Universal International Pictures (UI)
18776,The Spirit of St. Louis,6194,Warner Bros.
29071,The Undead,14047,Roger Corman Productions
54541,Zero Hour!,5695,Carmel Productions
54541,Zero Hour!,18651,Bartlett-Champion Productions
54541,Zero Hour!,18653,Delta Enterprises Inc
44559,Carve Her Name with Pride,4079,Angel Productions
30637,Corridors of Blood,5077,Amalgamated Productions
30637,Corridors of Blood,14049,Producers Associates
76754,Giants and Toys,881,Daiei Studios
56156,The Last Hurrah,5,Columbia Pictures
43119,Machine-Gun Kelly,9266,American International Pictures (AIP)
43119,Machine-Gun Kelly,38536,El Monte Productions
43137,Teacher's Pet,5015,Perlsea Company
69977,Torpedo Run,8411,Metro-Goldwyn-Mayer (MGM)
42661,The Vikings,1704,Bavaria Film
42661,The Vikings,14908,Curtleigh Productions
42661,The Vikings,14916,Brynaprod S.A.
43051,Al Capone,4928,Allied Artists Pictures
43101,Picnic on the Grass,1292,Compagnie Jean Renoir
58997,Invisible Invaders,60,United Artists
58997,Invisible Invaders,11735,Robert E. Kent Productions
34528,The Human Condition II: Road to Eternity,5070,Shôchiku Eiga
31427,Fires on the Plain,3214,Daiei Motion Picture Company
58902,North West Frontier,364,The Rank Organisation
27029,The Nun's Story,6194,Warner Bros.
690,Pickpocket,7933,Compagnie Cinématographique de France
46918,Floating Weeds,881,Daiei Studios
43111,The Young Philadelphians,6194,Warner Bros.
52745,The Leech Woman,10330,Universal International Pictures (UI)
36872,When a Woman Ascends the Stairs,882,Toho Company
43047,The Sundowners,6194,Warner Bros.
72354,Sunrise at Campobello,12274,Dore Schary Productions
31589,The Bad Sleep Well,882,Toho Company
31589,The Bad Sleep Well,2680,Kurosawa Production Co.
52841,Bachelor in Paradise,8411,Metro-Goldwyn-Mayer (MGM)
18449,The Deadly Companions,7312,Carousel Productions (II)
18449,The Deadly Companions,12201,Pathé-America Distributing Company
50474,The Four Horsemen of the Apocalypse,8411,Metro-Goldwyn-Mayer (MGM)
79827,The Intruder,14047,Roger Corman Productions
750,Murder She Said,8411,Metro-Goldwyn-Mayer (MGM)
34530,The Human Condition III: A Soldier's Prayer,5070,Shôchiku Eiga
34530,The Human Condition III: A Soldier's Prayer,7040,Ninjin Club
33710,Paris Blues,10568,Pennebaker Productions
33710,Paris Blues,32994,Monmouth
33710,Paris Blues,32995,Diane Productions
33710,Paris Blues,32996,Jason Films
33710,Paris Blues,32997,Monica Corp.
64568,Taste of Fear,1314,Hammer Film Productions
17185,Advise & Consent,3266,Otto Preminger Films
109667,David and Lisa,44751,Vision Associates Productions
109667,David and Lisa,44752,Lisa and David Company
31287,Eegah,12354,Fairway International Pictures
14537,Harakiri,5070,Shôchiku Eiga
16103,The Loneliness of the Long Distance Runner,1980,Woodfall Film Productions
16103,The Loneliness of the Long Distance Runner,13867,British Lion-Columbia Distributors
13671,The Music Man,6194,Warner Bros.
11085,Mutiny on the Bounty,8411,Metro-Goldwyn-Mayer (MGM)
11085,Mutiny on the Bounty,14091,Arcola Pictures
24188,Il Sorpasso,1399,Fair Film
24188,Il Sorpasso,12473,Incei Film
24188,Il Sorpasso,12989,Sancro Film
28367,The Wonderful World of the Brothers Grimm,1704,Bavaria Film
28367,The Wonderful World of the Brothers Grimm,8411,Metro-Goldwyn-Mayer (MGM)
28367,The Wonderful World of the Brothers Grimm,11275,Cinerama Productions Corp.
21135,L'eclisse,7046,Paris Film
21135,L'eclisse,9387,Cineriz
21135,L'eclisse,21078,Interopa Film
52705,Les Carabiniers,109,Rome Paris Films
52705,Les Carabiniers,512,Cocinor
52705,Les Carabiniers,2260,Les Films Marceau
3010,The Cardinal,3266,Otto Preminger Films
31383,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,8466,Morgan-Steckler Productions
31383,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!?,12354,Fairway International Pictures
39222,The Kiss of the Vampire,1314,Hammer Film Productions
39222,The Kiss of the Vampire,10330,Universal International Pictures (UI)
39495,Love with the Proper Stranger,4,Paramount Pictures
39495,Love with the Proper Stranger,5771,Boardwalk Productions
15263,McLintock!,60,United Artists
15263,McLintock!,2532,Batjac Productions
751,Murder at the Gallop,8411,Metro-Goldwyn-Mayer (MGM)
42798,A New Kind of Love,4,Paramount Pictures
4025,The Prize,1545,Roxbury Productions
61892,Sunday in New York,516,Seven Arts Productions
61892,Sunday in New York,8411,Metro-Goldwyn-Mayer (MGM)
25253,Crooks in Clover,9,Gaumont
25253,Crooks in Clover,1795,Corona Filmproduktion
25253,Crooks in Clover,8485,Ultra Film - Sicila Cinematografica
37684,36 Hours,2418,Cherokee Productions
37684,36 Hours,8411,Metro-Goldwyn-Mayer (MGM)
37684,36 Hours,60981,Perlberg-Seaton Productions
15421,Becket,4,Paramount Pictures
15421,Becket,3861,Paramount Film Service
15421,Becket,3862,Keep Films
166607,Behold a Pale Horse,441,Columbia Pictures Corporation
37315,The Best Man,60,United Artists
10299,"Hush... Hush, Sweet Charlotte",306,Twentieth Century Fox Film Corporation
10299,"Hush... Hush, Sweet Charlotte",2595,The Associates & Aldrich Company
24229,The Killers,10044,Revue Studios
26031,The Naked Kiss,4539,Leon Fromkess-Sam Firks Productions
26031,The Naked Kiss,10932,The Criterion Collection
3763,Onibaba,1516,Kindai Eiga Kyokai
17696,Robin and the 7 Hoods,6194,Warner Bros.
7348,Robinson Crusoe on Mars,4,Paramount Pictures
7348,Robinson Crusoe on Mars,1347,Aubrey Schenck Productions
28504,Spider Baby,15094,Lasky-Monka
151138,The Visit,306,Twentieth Century Fox Film Corporation
151138,The Visit,1042,Cinecittà
151138,The Visit,1603,Les Films du Siècle
151138,The Visit,11929,Dear Film Produzione
151138,The Visit,12300,Deutsche Fox AG (Defa)
151138,The Visit,37984,Productions et Éditions Cinématographique Français
23574,What a Way to Go!,12943,APJAC Productions
23574,What a Way to Go!,14840,Orchard Productions
17091,Docking the Boat,6181,Svensk Filmindustri (SF)
17091,Docking the Boat,78546,Svenska Ord
17295,The Battle of Algiers,3280,Igor Film
17295,The Battle of Algiers,10207,Casbah Film
13187,A Charlie Brown Christmas,5173,Warner Bros. Home Video
17102,Dracula: Prince of Darkness,516,Seven Arts Productions
17102,Dracula: Prince of Darkness,1314,Hammer Film Productions
23194,The Hallelujah Trail,219,The Mirisch Corporation
23194,The Hallelujah Trail,60449,Kappa
16850,The Heroes of Telemark,3220,Benton Film Productions
24395,The Hill,8411,Metro-Goldwyn-Mayer (MGM)
24395,The Hill,14159,Seven Arts Pictures
37921,In Harm's Way,4,Paramount Pictures
37921,In Harm's Way,3266,Otto Preminger Films
59802,Incubus,15418,Daystar Productions
59802,Incubus,38188,Contempo III Productions
16303,The Loved One,1138,Filmways Pictures
29715,Major Dundee,441,Columbia Pictures Corporation
29715,Major Dundee,11971,Jerry Bresler Productions
36583,Operation Crossbow,8411,Metro-Goldwyn-Mayer (MGM)
60555,Ride in the Whirlwind,38111,Proteus Films
42731,A Thousand Clowns,71947,Harrell
3482,The Train,64,Les Productions Artistes Associés
3482,The Train,7110,Les Films Ariane
3482,The Train,11929,Dear Film Produzione
895,Andrei Rublev,5120,Mosfilm
20108,Au Hasard Balthazar,6116,Argos Films
20108,Au Hasard Balthazar,6181,Svensk Filmindustri (SF)
20108,Au Hasard Balthazar,7446,Svenska Filminstitutet (SFI)
20108,Au Hasard Balthazar,14680,Parc Film
2661,Batman,306,Twentieth Century Fox Film Corporation
2661,Batman,429,DC Comics
2661,Batman,1188,William Dozier Productions
2661,Batman,1189,Greenlawn Productions
20379,Grand Prix,2418,Cherokee Productions
20379,Grand Prix,8411,Metro-Goldwyn-Mayer (MGM)
20379,Grand Prix,20412,Douglas & Lewis Productions
29710,Khartoum,16628,Julian Blaustein Productions Ltd.
104237,Dragon Inn,14102,Union Film Company
22293,Manos: The Hands of Fate,4067,Norm-Iris
789,Closely Watched Trains,1931,Filmové Studio Barrandov
45706,Tokyo Drifter,955,Nikkatsu
11047,Asterix the Gaul,5850,Belvision
11047,Asterix the Gaul,5851,Dargaud Films
2097,"Gappa, the Triphibian Monster",955,Nikkatsu
135,Dont Look Back,39,Docurama
33257,Fando and Lis,11656,Producciones Panicas
66043,The Incident,38851,Moned Associated
17905,Branded to Kill,955,Nikkatsu
4191,The Bride Wore Black,53,Les Films du Carrosse
4191,The Bride Wore Black,64,Les Productions Artistes Associés
4191,The Bride Wore Black,1216,Dino de Laurentiis Cinematografica
10227,PlayTime,10481,Jolly Film
10227,PlayTime,10932,The Criterion Collection
10227,PlayTime,30847,Specta Films
26039,Point Blank,8411,Metro-Goldwyn-Mayer (MGM)
26039,Point Blank,8880,Winkler Films
42701,The Shooting,38111,Proteus Films
42702,The St. Valentine's Day Massacre,13751,Los Altos Productions
26204,Tony Rome,14091,Arcola Pictures
5767,Two for the Road,306,Twentieth Century Fox Film Corporation
5767,Two for the Road,11404,Stanley Donen Films
42713,Up the Down Staircase,27756,Park Place Production
27277,The War Wagon,33,Universal Pictures
27277,The War Wagon,2532,Batjac Productions
27277,The War Wagon,8425,Marvin Schwartz Productions
9929,Asterix and Cleopatra,5850,Belvision
9929,Asterix and Cleopatra,5851,Dargaud Films
20873,The Diamond Arm,5120,Mosfilm
29778,Dracula Has Risen from the Grave,1314,Hammer Film Productions
18193,Head,4541,Raybert Productions
22176,The Heart Is a Lonely Hunter,4051,Warner Brothers/Seven Arts
42623,"I Love You, Alice B. Toklas!",4051,Warner Brothers/Seven Arts
42634,Petulia,4051,Warner Brothers/Seven Arts
42634,Petulia,33934,Petersham Pictures
118872,The Subject Was Roses,8411,Metro-Goldwyn-Mayer (MGM)
50789,Sympathy for the Devil,14228,Cupid Productions
29266,War and Peace,5120,Mosfilm
27983,"Yours, Mine and Ours",39856,Desilu Productions
27983,"Yours, Mine and Ours",60537,Walden Productions
5638,Alice's Restaurant,3276,Elkins Entertainment
14801,Colossus: The Forbin Project,33,Universal Pictures
49397,Death Rides a Horse,60,United Artists
49397,Death Rides a Horse,24687,Sancro International Film
49397,Death Rides a Horse,96028,Produzione Esecutiva Cinematografica (PEC)
42607,"Goodbye, Mr. Chips",8411,Metro-Goldwyn-Mayer (MGM)
42607,"Goodbye, Mr. Chips",12943,APJAC Productions
40430,Journey to the Far Side of the Sun,6141,Century 21 Television
38096,Last Summer,21145,Alsid Productions
38096,Last Summer,21146,Francis Productions
48831,My Night at Maud's,53,Les Films du Carrosse
48831,My Night at Maud's,82,Renn Productions
48831,My Night at Maud's,223,Les Films du Losange
48831,My Night at Maud's,745,Les Films de la Pléiade
48831,My Night at Maud's,1939,FFD
48831,My Night at Maud's,6849,Société Française de Production (SFP)
48831,My Night at Maud's,17873,Les Productions de la Guéville
48831,My Night at Maud's,21466,Simar Films
48831,My Night at Maud's,76821,Two World Entertainment
48831,My Night at Maud's,76822,Les Films des deux mondes
24152,The Magic Christian,1427,Commonwealth United Entertainment
24152,The Magic Christian,18168,Grand Films Limited
1846,Marlowe,2418,Cherokee Productions
1846,Marlowe,2419,Katzka-Berne Productions
1846,Marlowe,8411,Metro-Goldwyn-Mayer (MGM)
21323,More,223,Les Films du Losange
21323,More,52105,Jet Films
5928,The Reivers,599,Solar Productions
5928,The Reivers,3070,Cinema Center Films
5928,The Reivers,16125,Duo Films
29748,Taste the Blood of Dracula,1314,Hammer Film Productions
105627,The Joke,1931,Filmové Studio Barrandov
85255,...tick... tick... tick...,8411,Metro-Goldwyn-Mayer (MGM)
26525,Brewster McCloud,35,Lions Gate Films
26525,Brewster McCloud,8411,Metro-Goldwyn-Mayer (MGM)
31672,Violent City,144,Fono Roma
31672,Violent City,2400,Unidis
48408,Dirty Dingus Magee,8411,Metro-Goldwyn-Mayer (MGM)
33205,Dodes'ka-den,882,Toho Company
33205,Dodes'ka-den,62958,Yonki-no-Kai Productions
70327,Gamera vs. Jiger,881,Daiei Studios
2860,Claire's Knee,223,Les Films du Losange
42589,"Hi, Mom!",7679,West End Productions
71943,House of Dark Shadows,8411,Metro-Goldwyn-Mayer (MGM)
31304,A Swedish Love Story,1763,Europa Film
64828,The Landlord,219,The Mirisch Corporation
64828,The Landlord,10154,Cartier Productions
38222,On a Clear Day You Can See Forever,4,Paramount Pictures
26606,Performance,4597,Goodtimes Enterprises
36404,A Trip Down the River,1587,P.P. Film Polski
42528,Long Live Death,7001,Isabelle Films
42528,Long Live Death,49800,SATPEC
20848,The White Sun of the Desert,5120,Mosfilm
20848,The White Sun of the Desert,10845,Lenfilm
2998,Zabriskie Point,8411,Metro-Goldwyn-Mayer (MGM)
31906,The Beguiled,171,Malpaso Productions
31767,The Devils,18436,Russo Productions
839,Duel,26727,Universal Television
25109,Evil Roy Slade,537,Universal TV
36194,The Go-Between,8263,EMI Films
16328,Johnny Got His Gun,40413,World Entertainment
42500,Lawman,18039,Scimitar Films
16154,Let's Scare Jessica to Death,4,Paramount Pictures
16154,Let's Scare Jessica to Death,35298,The Jessica Company
9394,They Call Me Trinity,4241,West Film
74689,Mon oncle Antoine,11745,Office national du film du Canada (ONF)
36850,A New Leaf,4,Paramount Pictures
36850,A New Leaf,3276,Elkins Entertainment
36850,A New Leaf,15752,Aries Productions
36850,A New Leaf,20458,Elkins Productions International Corporation
38646,Nicholas and Alexandra,5,Columbia Pictures
34479,Scars of Dracula,1314,Hammer Film Productions
5822,Sweet Sweetback's Baadasssss Song,2404,Yeah
13041,El Topo,11656,Producciones Panicas
40732,The Emigrants,6181,Svensk Filmindustri (SF)
