name,id
Kinowelt Median,65683
Cinema Service,868
Taewon Entertainment,3965
Fox Video Korea,11766
Kookmin Venture Capital,11767
Samboo Finance Entertainment,11768
Mike Zoss Productions,2092
Studio Canal,5870
Rigas Entertainment,64673
ErgoArts,64674
Filmtown Entertainment Group,21760
El Dorado Pictures,23034
Green/Renzi,53672
Neo Art & Logic,2811
Wes Craven Films,65507
Bayahibe Films Ltd.,16062
Compulsion Inc.,58333
Splendid Medien AG,58334
Grosvenor Park Productions,17449
DB Entertainment,18335
Saturn Films,831
Filmhaus,4565
Mercury,438
Cinema Plus,4657
Douglas,61896
Batjac Productions,2532
The Alamo Company,12187
Paragon Films,69832
Jerry Gershwin Productions,14390
Elliott Kastner Productions,14391
TriStar Television,8609
Esparza / Katz Productions,26560
Hyde Park Films,1172
Cort/Madden Productions,53673
Pledge Productions,12264
Persistent Entertainment,810
Fox Family Channel,1678
Night Light Films,3344
Gruskoff/Levy Company,89313
ML Film Entertainment International,89314
Front Films,21149
Raymond Katz Production,21150
Dee Gee Entertainment,869
Les Films du Triangle,22449
Cologne Cartoon,39787
Steve Walsh Productions,76769
CNC,6962
La Sofica Sofinergie 5,24475
MG Films,24476
Westward Productions,19909
Zoetrope Studios,13349
Albacore Productions Inc.,41470
Apollo Pictures,3484
ERP Productions,3643
Harris-Woods Productions,37672
P.T. Insantra Film,88549
Delta film,13948
Channel 4,14966
Liffey Films,25760
Balcor Film Investors,2165
MPI,15129
Bima,59770
Ghost Pictures,78565
Ontario Arts Council,24725
Canada Council for the Arts,24726
Fries Entertainment Films,52144
Filmtre,28504
RKO Pictures,20742
Barry & Enright Productions,11616
PFH Entertainment,8380
New Life Cinema,15646
Cloud Ten Pictures,3226
Block 2 Pictures,539
Generalitat de Catalunya - Departament de Cultura,30258
Goatworks Films,40424
Les Films A4,84516
Disney Toon Studio,4254
Twitching Image Studio,89626
Cinémaginaire Inc.,280
Epithete films,6982
Pistolero Productions LLC,55852
Spot Pictures,76292
Jersey Shore,37497
Conspiração Filmes,2429
Columbia TriStar Filmes do Brasil,77682
Blow Up Pictures,4089
New Redemption Pictures,67171
West Eleven Films,52581
Tokuma Shoten,1779
Kurosawa Production Co.,2680
DENTSU Music And Entertainment,2752
Daiei Motion Picture Company,3214
G.W. Films,1555
HB Filmes,2434
Embrafilme,13930
International Cinevision Productions,4956
Peter McCarthy / Front Films,4391
Pacific Arts Video,4392
Action Features,5707
Phalanx-Jaelem,776
Rainbow Productions,5214
George Stevens Productions,13579
Lewis Gilbert Productions,1575
Sullivan Street Productions,51207
Michael Ritchie Productions,51208
"Radmin Company, The",51209
The Archers,11382
Gordon-Reynolds Productions,5593
Javelin Pictures,17446
Krisjair,22058
Laredo,22059
Tijuana Productions,5337
Tiberius Film Productions,5338
District,3003
Red Dragon Productions S.A.,67627
Shochiku-Fuji Company,6919
Reversal Films Inc.,87839
Mersham Productions,1581
Zacharias-Buhai Productions,79025
Island,3953
C.H.U.D. Productions,85889
Swanford Films,549
KC Medien,22182
Reperage,24136
DOS,24137
MP Film Management,24138
I Remember Productions,34446
Say It Isn't So Productions,89629
Troublemaker Studios,10807
Revolution Studios,497
Altavista Films,5084
Zeta Film,11230
AZL Productions KG,902
MFP Munich Film Partners,904
Phase 1 Productions,905
Pikachu Project,12653
Kids' WB,89163
Pikachu Project 2001,89164
Shoakuken,89165
DNA Films,284
DNA Pictures International,52607
Snakeman Productions,52608
Main Street Movie Company,6337
Makhmalbaf Productions,54377
Marc Platt Productions,2527
Riverdale Productions,24851
Helkon Media AG,2216
Avalanche Films,7650
Compass Productions,7651
Diamant Cohen Productions,7652
Pariah Entertainment Group,1271
Mushroom Pictures,7337
Jafar Panahi Film Productions,2835
Bungalow Productions,11600
Vision View Entertainment,11602
MBST/Lloyd Productions,51708
Oil Factory,6098
Sleeper Films,80550
Bozie,80551
Turbulent Arts,88839
Trackform Film Productions,10107
Sony Pictures Entertainment,5752
Egmont Film,9365
Ruby Films,2054
Imhotep Productions,20242
Les Films de L'Observatoire,2256
Suncent CinemaWorks,23481
Tokyo Theatres K.K.,36339
Imagica Corp.,44803
Filmboard Berlin-Brandenburg (FBB),269
Borough Films,2338
Filmförderungsanstalt (FFA),4247
Euro Space Inc.,1790
MCL Films S.A.,11451
Walwa Films S.A.,11452
First National Bank of Chicago (London Branch),426
Corona Cinematografica,1820
Dear Film Produzione,11929
Les Productions Artistes Associés,64
Ultra Film,11994
Richard Quine Productions,4146
George Axelrod Productions,4147
IPC Films,630
Odyssey Entertainment,3539
Société Nationale Pathé Cinéma,222
Prima Films,603
Indusfilms,18844
Escape Artists,1423
Black and Blu Entertainment,53007
Finestkind,53008
Alta Films S.A.,697
Daly-Harris Productions,7069
Sordid Lives LLC,7071
AE Two Film Productions,89132
Angel Eyes Productions,89133
Les Productions de la Guéville,17873
Antelope Films,95810
National Studio Limited (Katmandu),95811
Journeyman Pictures,2291
Beech Hill Films,6847
Penta Pictures,11018
Mahin-Rackin,10699
Silver Films,142
Nepi Film,17871
Sofitedip,17872
Alpha Productions,20931
C.B. Films S.A.,2101
The Mirisch Production Company,11579
Charley Associates,1813
Omega Project,1195
AtomFilms,30241
Nemuru Otoko Seisaku Iinkai,30242
Thura Film,2105
P-R Productions Picture,69791
Chaiken Films,3895
"Montecito Picture Company, The",4607
Jonathan Krane Group,46458
Pas de Quoi,84361
Total HelpArt T.H.A.,13965
Filmways Productions,73862
20th Century Fox,25
Republic Entertainment International,20773
Eidos Interactive,19105
Ardustry Entertainment,26281
Mediastream Film GmbH & Co. Productions KG,26282
Ufland,12548
Les Films Pelléas,12389
La Sofica Gimages 2,79035
Screen Artists,90117
Secret Seven,90118
National Wildlife Federation,2972
Primesco Communications Inc.,3889
West Eagle Productions,48945
BenderSpink,6363
Current Entertainment,972
Immortal Entertainment,973
EuropaCorp,6896
Quality Growth International Ltd.,73954
Cité-Amérique,7640
Dummett Films,18159
Toute Premiere Fois,1285
Take One Productions,5942
Pan Européenne Productions,7009
ARTE France Cinéma,94
Hang Phim Truyen,7753
Lazennec Films,7754
alta vista productions,4519
Lux Vide,1082
Eurasia Investments,7997
Entcorp Communications,32508
Filmsonor,534
Spéva Films,1825
Ciné-Alliance,4781
Dowling Productions,5939
John Ford Productions,10698
Religiosa Primitiva,65328
Saber Productions,14148
Joseph E. Levine Productions,11503
Embassy Productions,15013
Berkeley Productions,20834
C & C Brown Production,3741
Pax Films,16206
Figaro,12112
Transoceanic Film,20159
Les Films Number One,4496
Cipa,18589
Documento Film,1379
CCC-Filmkunst,40652
Parklane Pictures Inc.,3428
Haworth Productions,18135
Moulin Productions Inc.,14373
Movie Partners,39647
Hecht-Hill-Lancaster Productions,613
MAFILM Objektív Filmstúdió,8895
Mokép,28762
Manfred Durniok Filmproduktion,74657
Yellowbird Productions,1762
Seda Spettacoli,3570
Solaris Film,1001
CLV-Filmproduktions,39822
Popular Filmproduktion,39823
Concord Productions Inc.,3526
Motown Productions,2730
Outland Productions,7966
Square USA,4164
Chris Lee Productions,20033
Horseshoe Bay Productions,19552
Canal+ Horizons,23331
Fabrica,54378
Amka Films Productions,71818
Direction de la Cinematographie Nationale,75511
Renardes Productions,88331
IMTM Films,88332
Abyssa Films,88333
Televisione Svizzera Italiana,88334
Large Format Cinema,79532
Bad Clams Productions,79533
Flemington Pictures,79534
Graphic Films,7506
Houston Museum of Natural Science,19130
Serengeti Partners Ltd.,50842
Alaska Film Partners Ltd.,48942
nWave Pictures,10159
Luminair Film Productions,37509
Movida,83448
Anchor Bay,8135
New World Pictures Ltd.,43838
New World Entertainment Films,54851
Atlantic Productions,8172
Paramount Pictures (Canada),90738
Laura Films,1593
GG Studio,1599
Villealfa Filmproduction Oy,2303
Finnish Film Foundation,2396
No Frills Film Production,3851
Brightstar Films,4923
Palisades California Inc.,42226
3B Productions,7184
C.R.R.A.V. Nord Pas de Calais,11433
Region PACA,78987
Jascat,25905
Sho Films,1532
OH Films,66755
Bigelow Productions,8911
Helpern / Meltzer,8043
Stimuleringsfonds Nederlandse Culturele Omroepproducties,30966
Elsevier-Vendex Film Beheer,30967
Allarts Production,30968
Allied Entertainments Group PLC,78049
New Sky Communications Inc.,54531
White Lair,14221
The Catalina Production Group,6314
Oak Pictures,5280
Lone Wolf,80485
Greenfox,68860
Fox Films Ltd.,4763
Burrowes Film Group,2847
Cambridge Productions,4293
Jolly Russell Productions,14310
Vestron UK,14311
National Broadcasting Company (NBC),7929
Century Park Pictures,8775
PSO International,427
MGS Film,8677
Hudson Hawk Films Ltd.,44426
Larry Franco Productions,17824
J.P. Productions,58240
Sofica Valor,58241
Contemporary Films,90143
Palla,90145
HB Filmrullen,90146
Breton Film Productions,1799
The Movie Group,44962
Picture Securities,91380
Pegasus Film Partners,1561
Jaffe-Lansing,14361
Management Company Entertainment Group (MCEG),8821
Lightning Pictures,4233
Kestrel Films,27023
Earth Girls,78875
Aurora Productions,1087
Embassy Pictures,44730
KB Erik the Viking,59354
Regency International Pictures,22639
The A. Milchan Investment Group,22640
Cine Location Services,6133
David Hannay Productions,6135
Film Plan Financing Number 1,6136
Southeast Asia Film Location Services Sdn. Bhd.,6138
Apollo Productions,56115
Virgin Films,3150
Sandollar-Schaffel Productions,33665
Roven Productions,277
Norman Twain Productions,8828
Filmauro,4753
White Eagle,21919
Crescent Film Enterprises,8036
First Millenium Partnership,59646
Miracle Mile Productions Inc.,59403
Corsair Pictures,14579
Firecracker Company,53379
Guadalupe Productions,53380
World Wrestling Entertainment (WWE),7588
Fonda Films,12044
abramoff Production,7531
Scorpion Film Production,7532
Abramoff Production,7533
Fuzzy Bunny Films (I),11562
Little Brother Inc.,11563
Mr. Mudd Production,2130
Cinetel Films,10399
Out of the Dark Productions,91303
Lightyear Entertainment,46328
Paulist Pictures,5223
Bayerischer Rundfunk (BR),7333
Pelemele Film,39613
Aaron Russo Productions,3496
Productora Filmica Real,13122
Universal Pictures Corporation,42
Beco Films,3195
The Oxford Film Company,36600
Part II Productions,16856
Millimeter Films,16857
New South Wales Film Corp.,14590
Virgin Vision,4878
London Weekend Television (LWT),6197
Cinecorp,19029
Magellan Pictures,60303
Artimm,2509
Waterfall Prouctions,14225
First Choice Canadian Communication Corporation,36189
Goldwyn Pictures Corporation (II),55798
Rogers Telefund,55799
Labrador Films,1400
Totally Independent,991
Salter Street Films International,26139
Filmline Productions,25580
Katzka-Jaffe,79727
Basket Case Productions,37061
Antoinine Green Bridge,8255
The Scottish Arts Council,8257
Hyde Park Entertainment,13816
UGC DA International,76083
BrownHouse Productions,26423
Bottom of the Ninth Productions,65559
Entre Chien et Loup,3984
Cerito Films,10784
Caroline Productions,11035
Cinémanuel,11036
Malabar,10696
Da Ma Produzione,16058
Royal Shakespeare Company,5845
Marat Sade Productions,27405
Alan Jay Lerner Productions,12049
Les Artistes Associés,15749
Liveplanet,2200
Sogecine,692
LionsGate,7571
i5 Films,26927
Filmfabriken Baltic Sea AB,4552
Gravier Productions,1824
Animationwerks,51312
Tollin/Robbins Productions,2184
Paramount Classics,2315
Independent Film Channel,4059
Key Films,448
Cinerenta Medienbeteiligungs KG,995
Cinerenta-Cinebeta,21784
VCL Communications,21785
FilmEngine,816
Chickie The Cop Production,15700
Daniel Fried Productions,53732
Rhulen Entertainment,53733
Powers That Be Pictures,85163
"Magic Entertainment, Inc.",85164
Miracle Entertainment,85165
Ben-Ami/Leeds Productions,37015
Magnum Motion Pictures Inc..,4237
Warner Home Video,2786
Disney Channel,3213
Leucadia Film Corporation,14585
ApolloMedia Distribution,16850
Luxembourg Film Fund,46195
D'Artagnan Productions Limited,53010
Q&Q Medien GmbH,53011
Robert Lawrence Productions,12245
Metal Productions Inc.,89134
Maysville Pictures,89135
Behnegar,95163
Tai Entertainment,9281
Vertigo Films,10393
Proyecto Tucan,29467
Universal Pictures International (UPI),5726
Uco-Film GmbH,2127
GHS Productions KG,3858
Munich Film Partners & Company (MFP) GHS Productions,3859
Nides/McCormick Productions,3860
Access Motion Picture Group,4120
Giraldi-Suarez-DiGiaimo Productions,4121
Glitter Productions,89627
Maroon Entertainment,89628
WV Films II,24939
Liam Films,39237
Infinity Omnimedia,5044
TBN Films,5045
Discovery Channel Pictures,7492
Juniper Films,5417
Les Films Corona,1398
Adelphia Compagnia Cinematografica,2259
Academy Pictures,1036
Harbor Productions,3302
Sandy Howard Productions,5538
Norlan Productions,12266
Ira Steiner Productions,60963
Europa Film,1763
Viking Film,44438
Granox Productions,5038
Grandon Productions,4448
SinCap Productions,15149
Grandon Productions Ltd.,12607
Casey Productions,8040
Franton Production,1044
Pennebaker Productions,10568
Filmové Studio Barrandov,1931
Fogbound Inc.,3909
Polytel,14312
The Who Films,14313
Furthur Films,33433
Red Hour Productions,2932
Tenth Planet Productions,2933
VH1 Television,10692
Red Hour Films,12178
Kismet Film Company,3753
Harvest Pictures,18336
Random Harvest Pictures,36973
Providence Entertainment,72874
Tricor Entertainment,72877
Truth Soul Armor,72878
V.M. Productions,1628
LivePlanet,7161
Bad Robot,11461
Karz Entertainment,4194
Simon Fields Productions,21518
Wanda Visión S.A.,10046
Cuatro Cabezas,44709
4k Films,44710
The Jerry Gross Organization,52704
Luther Davis Productions,20614
AEC,20615
Chessman Park Productions,2764
CiP - Europaische Treuhand AG,13100
Lamitas,3441
Bloodstar Productions,19122
Cheyenne Enterprises,890
Lotus Pictures,52944
Media Asia Films,5552
CB Films,243
Immagine e Cinema,79023
Babbo Inc.,636
Film Roman Productions,2017
Total Film Group,40697
Firelight Films,40698
Bandai Visual Company (JAPAN),570
Tokyo Broadcasting System (TBS),1393
Studio 4°C,11671
Sidekick Entertainment,18347
Echo Lake Entertainment,22308
Levy-Gardner-Laven,10463
Wellborn,61092
Rhodes Pictures,60535
Lockheed Aircraft Corporation,5018
National Air and Space Museum,53511
Cartier Productions,10154
Dreamland,38223
Film Bangkok,1240
Pang Bros.,87466
Ibermedia,302
Instituto Nacional de Cine y Artes Audiovisuales (INCAA),6458
Estudios Darwin,74894
Romikin S.A.,74895
Patricio Tobal,74896
Editorial Capayán,74897
Fundación Octubre,74898
Mandarin Films S.A.,74899
Punto B.S.R.L. Planificación y Medios,74900
Taxi Films,74901
Gallery Motion Pictures,22291
Keystone Studios,22292
Dog Pond Productions,4302
Focus Productions Inc.,33798
Carros Pictures,33799
Thousand Words,380
Line Research,27356
Flat Black Films,27357
IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG,19116
A Happy Place,5389
13 Ghosts Productions Canada Inc.,23503
Better Than,20917
France Télévision Distribution,20919
Meercat Films,20920
New Vision Films,20922
Flower Films,2214
Fragile Films,2651
The KL Line,4378
Wonder works studios entertainment group,93580
IFC Productions,26468
InDigEnt (Independent Digital Entertainment),26469
Tape Productions Inc.,36982
Indelible Pictures,1686
Linson Entertainment,4700
Stolen Film Productions,53817
Zoomo Productions,24342
Fluff and Fold LLC,3377
Numb Gums Production Inc.,3840
Runteldat Entertainment,73956
"Firm, The",73957
Red Wagon Productions,780
Kalima Productions GmbH & Co. KG,7385
Producciones Anhelo,1102
Tequila Gang,11628
GreeneStreet/SKE Films,842
Plitt Theaters,50103
Film Guarantors,16127
Les Films Georges de Beauregard,25807
Rob Houwer Productions,9331
Umbrella Films,3453
Python Films,11771
Lynx Films Ltd.,14837
Les Films Impéria,10906
Les Productions Georges de Beauregard,10907
Antares Produzione Cinematografica,4950
Australian Film Commission,417
In-Cine Compania Industrial Cinematografica,4808
Rastar Films,41539
Turbine Films Inc.,15062
Cinema 77 Films,10317
Arkoff International,4705
Earthling Associates,87817
Interstar,40161
The Bryna Company,11116
Artanis Productions Inc.,69253
Starling Films,23126
Sino,16771
Burroughs Productions Inc.,14389
Cinema 77,1819
Adams Apple Film Company,18068
South Street Films,22051
Wescom Barber International,42761
Maxim Productions,5410
1818,21468
Lone Wolf McQuade Associates,21469
Topkick Productions,21470
Jack's Camp,10218
Dorchester,67993
Simon Productions,17779
Section Eight,129
Fouad Nahas,80889
Headquarters,42932
Man's Films,1016
Counihan Villiers Productions,2442
Rai Cinema,2683
Télédistributeurs Wallons,12024
Noé Productions,23433
Studio Maj,49181
Foundation Montecinema Verità,85739
The Centre du Cinema et de l'Audiovisuel de la Communauté Française de Belgique,85740
Slovenian Film Fund,85741
Multivision,85742
Canal + Belgique,85743
Fondazione MonteCinemaVerità Locarno,85744
"Direction du Développement et de la Coopération (DDC), Département Fédéral des Affaires Etrangères",85745
The European Co-Production Fund Limited,85746
Burnside Entertainment,13818
Rene Clair Productions,1801
MMC Independent,4411
Tapioca Films,12000
Filmstiftung Nordrhein-Westfalen,27897
Union Générale Cinématographique (UGC),30994
Neal H. Moritz Productions,2882
Cruise-Wagner Productions,349
MBP (Germany),10791
The New South Wales Film and Television Office,29052
Tempean Films,4278
Quintra,19878
Colgems Productions Ltd.,35061
Delphi Productions,24373
Zone Productions,24374
Native Pictures Productions,45689
Atchity Entertainment International (AEI),81134
Alpine Pictures,10397
Curtleigh Productions,14908
H & J,13955
Steve Krantz Productions,5067
Cinemation Industries,14238
Black Ink Films,89283
Aurica Finance Company,94147
Fritz Productions,94148
Film Roman,19
Cine Camera,81017
Clifton Productions,40444
Ecosse Films,1267
Pod Films,52843
Barwood Films,3645
Ladbroke,8845
Lee Daniels Entertainment,695
Proletariat Productions Corporation,35868
Cine Grande Corporation,40144
Conquistador Entertainment,50433
Algonquin Productions Limited,54940
Elstree Distributors,14535
Springbok Productions,14536
Lancelot Films,18982
Eskwad,616
Studio Image Soficas,25862
Natexis Banques Populaires Images,25863
Homegreen Films,8041
Lionheart Entertainment,13334
Winston,37449
Rota Productions,81359
Polyc International BV,10318
Mojo Films,21635
PK Pictures,21636
Israel Film Fund,22231
Yes Productions,84848
Cinema Factory Production Ltd.,84849
The Sam Company,42033
ZDF Enterprises,5747
Aspen Productions (I),37667
Ingo Preminger Productions,79024
Gibraltar Productions,3809
John Frankenheimer Productions Inc.,3811
World 2000 Entertainment,7692
Count of Monte Cristo Ltd.,7693
Pandora Pictures,5329
Gaylord Films,5367
ABS-CBN Film Productions,4676
Star Cinema Productions,10417
Unitel Classics,10706
Arc Light Films,7475
Pyramid Productions,43412
Tezuka Production Company Ltd.,3196
King Record Co.,4673
Kadokawa Shoten Publishing Co.,9068
Sony Pictures Television,11073
Metropolis Project,44804
Rai Cinemafiction,238
Telepiù,11913
BIG Pictures,3615
Renegade Women Co,89510
New World Video,89511
Carlyle Productions,799
CAPAC,1122
Belga Films,1145
S.N. Prodis,1137
Universal Pictures France,1546
Uranus Productions,1547
Panitalia,7045
Paris Film Productions,14697
Mondex Films,1772
Hacienda Productions,43717
Mosaic Media Group,748
Veto Chip Productions,53676
Instituto de la Cinematografía y de las Artes Audiovisuales (ICAA),9974
Departamento de Cultura del Gobierno Vasco,32718
Idea,82310
Eldorado Films,74061
David Ladd Films,21447
Burg/Koules Productions,17106
Evolution Entertainment,23019
Walt Disney Animation Australia,3476
DisneyToon Studios,5391
Walt Disney Animation Canada,12402
Broken Lizard Industries,2773
Future Films,10843
winchester films,33025
Cinecitta Italiana Stabilimenti Cinematografici,79699
Compagnia Cinematografica Montoro (CCM),79700
Llenroc Productions,60530
"Columbia Pictures Corporation, Rastar Pictures",43714
Brut Productions,6318
Shady Acres Entertainment,159
NDE Productions,20352
WV Films LLC,67988
Material,67989
Centre Street Productions,23525
Streetlight Films,23526
Glass Eye Pix,1360
Wrather Productions,10593
CBK,26818
Sebor,26819
Movic,3466
Rouge Films,8093
Strange Dog Productions,8094
Wheelhouse Entertainment,53005
Motion Picture Production GmbH & Co. Erste KG,53006
Rezo Films,7120
Messaoud/a Films,21738
Dacia Films,21740
Kinétique Inc.,21741
Rover Film,34197
ADC Films,36546
Kroyer Films,47154
Youngheart Productions,81129
FAI Films,81130
Films Dara,4531
Beatrice Film,4835
Filmirage,6082
DMV Distribuzione,12740
Don Bluth,37167
Variety Film Production,2187
Garrett-Klement Pictures,73642
Hope Enterprises,14069
"Diana Productions, Inc.",323
Fritz Lang Productions,3249
Monophonic Inc.,69989
Noel Pearson,93530
Initial (II),37358
Neo Modern,21120
Greycat Films/Neo Modern Entertainment,21121
Boyd's Company,3147
Kendon Films Ltd.,3148
Matrixbest,3149
Goodmark Productions Inc.,87947
Centar Film,15165
Eurociné,4799
J.E. Films (Julian Esteban Films),16119
Calendar Productions,25131
Philippe Dussart,8276
Andrea Films,23666
Sara Films,876
TV13 Filmproduktion,9246
Camp Hill,33660
Duty Productions,4675
Ninth Configuration,3543
Stefano Film,6117
American Cinema Productions,4112
Mulberry Square Productions,14538
Fígaro Films,1660
El Pico S.A.,17955
Transcinema,17956
Blue Sky Studios,9383
Twentieth Century Fox Animation,11749
New Legacy,939
Overbrook Entertainment,12485
Sirena Film,9111
7 Films Cinéma,22805
Sept Films Cinema,57783
Eden Wurmfeld Films,4143
Cineric,11078
Michael Alden Productions,84889
Brad Zions Films,84890
Promises Film Project,80364
Bésame Mucho Pictures,1101
Lucille Ball Productions,8825
Danger Filmworks,65658
Entertainment,7676
Challenge Film Corporation,75037
XYZ Funding N.V.,75038
Investimage,29655
The Running Scared Company,95301
Baby Cart,3037
Katsu Production Co. Ltd.,3038
Endemol Entertainment,25674
VSE Film,62287
Viking Films,1968
Rifilm,3455
Planet-Film Berlin,47033
Milk & Honey,5611
Justin Pictures,11322
Linovo Productions GmbH & Co. KG,11323
Pacific Title and Art Studio,11324
Jetfilm,2351
Triumfilm,12318
Indelible Productions,7795
98 MPH Productions,2939
Bavaria Film International,11731
Media Programme of the European Community,21972
Centre Européen Cinématographique Rhône-Alpes,22319
Havas Images,33149
Arts Council of Wales,75885
China Blue Productions,13336
Zuleika Farms,49166
Capricorn,49167
Producciones Cabo S.A.,49168
Monarch Pictures,966
Ameran Films,8488
CP Medien AG,5521
Beverly Detroit,267
Partizan,1784
Gold Circle Films,12026
MPH Entertainment Productions,95018
Vista,14686
Minerva Film SpA,153
Excelsa Films,193
Transatlantic Entertainment,36577
Tomatos II,78926
Dow Chemical Company,94027
Schroeder Hoffman Productions,23382
VideoFilmes,346
Dan Valley Film AG,83123
Meespierson Film CV,701
Broadway Video,1756
Manhattan Pictures International,8896
Mulholland Pictures BV,27318
Jagged Films,27319
Naya Films S.A.,4718
Patagonik Film Group,7100
Odeon Film,2640
Crystal Lake Entertainment,21783
Monarchy Enterprises S.a.r.l.,77845
Agi Orsi Productions,794
Vans Off the Wall,795
ECM Records,33267
Humble Journey Films,96043
Play Art,1826
Productions Cyme,5349
Mondial,13715
Cinema Enterprises,38059
Grand Bay Films International Pty.,64860
Cinema VII,4566
PSO,4567
Vision P.D.G.,10235
Frankovich Productions,2102
International Cine Productions,60445
Cinema Group 75,5761
Hybrid Productions Inc.,12608
Frontier Pictures,11837
Bedlam Pictures,51753
Unfaithful Filmproduktion GmbH & Co. KG,58248
Pathé Image Production,37086
SAF Productions,73964
D.R. Comunicazioni di massa,15669
Galaworldfilm Productions,15296
Gordon Films,15297
Fuller Films,1539
Ealing Studios,2650
FM Productions,12601
Last Waltz Inc.,12602
Witt/Thomas Productions,1089
Marilyn Monroe Productions,13938
The Company of Artists,45228
S.O.A.F. Productions,21410
Illumination Films,15010
MusicArtsDance Films,22544
Antarctic Pictures,4631
Antarctica Productions,65846
Pathé Distribution,3012
Studio Images 6,74541
Trumbull/Gruskoff Productions,23276
Associated British Picture Corporation,1441
Stillking Films,11345
Gaylord Productions,11617
Outpost Studios,25886
3 Ring Circus Films,36175
Concrete Pictures,36176
Igloolik Isuma Productions Inc.,5326
Hypnotic,7384
Lion Rock Productions,2812
Pagoda Film,4117
British Sky Broadcasting (BSkyB),52926
Worldwide Media,21097
Česká televize,5928
Phoenix Film Investments,44171
Jaffilms Inc.,14160
MGM Home Entertainment,6434
Hombre Productions,22064
Knightsbridge Films,20544
Euphoria Films Production,73999
Geoffrey Productions,15152
Blue Tulip Productions,766
Ronald Shusett/Gary Goldman,26265
Showtime Australia,2948
Rumbalara Films,57623
Olsen Levy,57624
Nickelodeon Animation Studios,4859
Snee-Oosh Productions,67244
Out of the Blue... Entertainment,879
Wagons East N.V.,5019
Josephson Entertainment,1894
NBA Entertainment,4396
Like Mike Productions,11016
Cartoon Network Studios,7899
Momentum Pictures,19578
Animal Planet,63105
Winchester Films,68063
"Best Picture Show Company, The",68064
Tripod Entertainment,22902
Rockwell Eyes,2487
British Film-Makers,16211
Pluperfect,16686
Tango Film,11626
P & L,15583
Valoria Films,72
Alicia Produce S L,693
Televisión Española TVE,6780
Sociedad General de Cine (SOGECINE) S.A.,11954
Electric Entertainment,3241
National Geographic Society,2471
Palomar Pictures (II),11371
First Light Production,20344
Moving Pictures,15888
Gratitude International,52943
Ministry of Propaganda Films,73331
Woodland Pictures LLC,73332
Highway Films,73333
Dolly Hall Productions,86089
Universalia Film,67065
Twentieth Century-Fox Productions,11865
Industrie Cinematografiche Italiane,1874
Hungry Eye Lowland Pictures B.V.,29602
Flan de Coco Films,29603
Baby Cow Productions,1219
UK Film Council,2452
Hubert Bals Fund,13413
Payam Films,95108
Sharmshir,95109
Yongning Creation Workshop,32687
Kwan's Creation Workshop,32688
Easy Film,5402
Nordisk Film & TV Fond,5403
Roy Andersson Filmproduktion AB,5405
Ciné B,27196
Cab Producciones,25244
Antenne-2 (A2),45627
Dorica Film,81809
Algonquin,8772
Mikona Productions GmbH & Co. KG,24
Shutt/Jones Productions,65082
Myung Film Company,2479
Catch 23 Entertainment,7053
Niccol Films,27465
Catchlight Films,23301
Serious Dan,51691
Without a Box,51692
Crusader Entertainment,2978
ADR Productions,2901
Nomadis Image,13728
A.N.P.A. (Agence Nationale de Promotion de l'Audiovisuel),75449
Televicine S.A. de C.V.,8165
Dialchi Film,16131
Lotus Films,16132
AB-PT Pictures Corp.,14046
King-Hitzig Productions,19048
Milagro Films,1070
DoRo Fiction Film,2193
Filmyard Underwaterdeco,48618
Key Entertainment,27204
Ramcity Productions,77852
Films Sonores Tobis,13707
Ruff Nation Films,4456
Sea Breeze Productions Inc.,76490
Cobalt Media Group,18619
Forrest Films,89630
Mark Films Ltd.,17080
Lobster Enterprises,17610
The Night Co.,17612
Alexandre Films,2926
Studio Images 5,23447
Conseil Général de l'Indre,26446
Betsy's Wedding,56975
Martin Bregman Productions,56976
Castle Hill Productions,6429
VTC,20716
Blood Relations Co.,15459
Zopix Company,4559
Murnau-Flaherty Productions,69037
Warner Bros. Home Entertainment Group,14772
Society Productions Inc.,4064
I.N.C.A.A.,2209
JEMPSA,22133
Pol-Ka Producciones,27281
Fanes Film,330
Seven Pictures,1107
Typhoon,52109
Dante Entertainment,2755
SuperMega,76491
MHF Erste Academy Film GmbH & Co. Produktions KG,76492
Dune Films,19477
Belhaven Limited,36612
Colombia Pictures,4154
Gimages 5,818
R%26C Produzioni,4235
Little Bird Films,550
Tatfilm Produktionsges. mbH,1758
Roxbury Films,58093
Slough Pond,4730
Blue Train Productions,67173
Reveal Entertainment,41251
Gran Via,41252
Starz! Encore Entertainment,36959
Destiny,963
Big Idea Productions,3204
MediaTrade,14582
Equinox Entertainment,26882
Capri Films,26883
Shoreline Entertainment,1093
Pfilmco,28761
TVA International,35459
H5B5 Media AG,21625
Jewell Enterprises Inc.,3582
Alive Productions,4451
Black Marble Productions,5386
Canon Productions,78455
Demi-Monde Productions,10418
B.R.C. Produzione S.r.l.,7855
Tecisa,9232
Filmes International,14799
60/80 Productions,55870
Allied Film Makers,1318
Beaver Films,1319
Kingsgate Films,770
John Wells Productions,1512
Oleandor Productions,12426
TiMe Film- und TV-Produktions GmbH,11104
Vif Babelsberger Filmproduktion GmbH & Co. Zweite KG,26136
Iconolatry Productions Inc.,26138
United Broadcasting Inc.,26140
Alicéléo,8799
Codi S.p.a.,57736
Film Council,246
